Company,Origin,Ref,ReviewDate,CocoaPercent,Location,Rating
Willie's Cacao,San Martin,457,2009,70.00,U.K.,3.00
Wm,"Guasare, Zulia Prov., 2015, batch 124",1912,2016,74.00,U.S.A.,3.00
Woodblock,"Maranon, Cajamarca",1243,2014,70.00,U.S.A.,3.00
A. Morin,Brazil,1011,2013,70.00,France,3.25
A. Morin,Papua New Guinea,1015,2013,70.00,France,3.25
A. Morin,Piura,1019,2013,70.00,France,3.25
Adi,"Vanua Levu, Toto-A",705,2011,80.00,Fiji,3.25
Altus aka Cao Artisan,Bolivia,1129,2013,80.00,U.S.A.,3.25
Altus aka Cao Artisan,Peru,1133,2013,60.00,U.S.A.,3.25
Amazona,"LamasdelChanka, San Martin, Oro Verde coop",1145,2013,72.00,Peru,3.25
Ambrosia,Madagascar,1494,2015,66.00,Canada,3.25
Ambrosia,Dominican Republic,1498,2015,75.00,Canada,3.25
Ambrosia,Papua New Guinea,1498,2015,63.00,Canada,3.25
Ambrosia,Venezuela,1498,2015,70.00,Canada,3.25
AMMA,Catongo,1065,2013,75.00,Brazil,3.25
Arete,Hacienda Victoria,1904,2016,70.00,U.S.A.,3.25
Arete,Costa Esmeraldas,1904,2016,70.00,U.S.A.,3.25
Arete,Matasawalevu,1928,2016,70.00,U.S.A.,3.25
Arete,Lam Dong,1928,2016,73.00,U.S.A.,3.25
Arete,Guatemala,1602,2015,70.00,U.S.A.,3.25
Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",1193,2013,72.00,U.K.,3.25
Artisan du Chocolat,Costa Rica,600,2010,72.00,U.K.,3.25
Artisan du Chocolat,Ba Ria Vung Tau Province,600,2010,72.00,U.K.,3.25
Artisan du Chocolat,Dominican Republic,363,2009,72.00,U.K.,3.25
Bahen & Co.,Houseblend,1474,2015,80.00,Australia,3.25
Bar Au Chocolat,Duarte Province,983,2012,70.00,U.S.A.,3.25
Batch,Ecuador,1880,2016,65.00,U.S.A.,3.25
Beau Cacao,"Serian E., NW Borneo, b. #134/3800",1948,2017,72.00,U.K.,3.25
Bellflower,"Alto Beni, Palos Blanco",1804,2016,70.00,U.S.A.,3.25
Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",508,2010,70.00,Switzerland,3.25
Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",508,2010,74.00,Switzerland,3.25
Bisou,Belize,1486,2015,86.00,U.S.A.,3.25
Bittersweet Origins,"Bali, Singaraja",478,2010,75.00,U.S.A.,3.25
Bittersweet Origins,Sambirano,423,2009,75.00,U.S.A.,3.25
Bonnat,"Los Colorados, Santo Domingo, Equateur",1418,2014,75.00,France,3.25
Bonnat,Gabon,1042,2013,75.00,France,3.25
Bonnat,Jamaique,761,2011,75.00,France,3.25
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,77.00,Ecuador,3.25
Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70.00,U.S.A.,3.25
Brazen,Elvesia P.,1514,2015,80.00,U.S.A.,3.25
Brazen,Maya Mountain,1518,2015,80.00,U.S.A.,3.25
Brazen,Ambolikapkly P.,1518,2015,60.00,U.S.A.,3.25
Britarev,Ecuador,1638,2015,70.00,Russia,3.25
Burnt Fork Bend,Trinidad,1299,2014,72.00,U.S.A.,3.25
Burnt Fork Bend,Belize,1303,2014,72.00,U.S.A.,3.25
Burnt Fork Bend,Blend,1303,2014,72.00,U.S.A.,3.25
Cacao de Origen,Rio Caribe,1692,2015,75.00,Venezuela,3.25
Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,74.00,Venezuela,3.25
Cacao de Origin,Hacienda la Trinidad,1668,2015,74.00,Venezuela,3.25
Cacao Hunters,Arauca,1434,2014,70.00,Colombia,3.25
Cacao Prieto,"Dominican Republic, rustic",647,2011,65.00,U.S.A.,3.25
Cacao Sampaka,Grenada,537,2010,71.00,Spain,3.25
Cacao Store,Peru,1684,2015,70.00,Japan,3.25
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.00,Peru,3.25
Cao,Brazil,1808,2016,70.00,U.S.A.,3.25
Caoni (Tulicorp),Los Rios,269,2008,55.00,Ecuador,3.25
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.00,Costa Rica,3.25
Carlotta Chocolat,Tumaco,1888,2016,65.00,Colombia,3.25
Carlotta Chocolat,Cordoba,1888,2016,65.00,Colombia,3.25
Castronovo,"Guaniamo, Amazonas",1105,2013,70.00,U.S.A.,3.25
Castronovo,Nicaragua,1109,2013,72.00,U.S.A.,3.25
Charm School,Maya Mtn,1900,2016,70.00,U.S.A.,3.25
Chocablog,Ecuador,1454,2015,70.00,U.K.,3.25
Choco Del Sol,Maya Mountain,1407,2014,82.00,Germany,3.25
Chocolate Con Amor,Ecuador,1764,2016,70.00,U.S.A.,3.25
Chocolate Makers,Tres Hombres,1530,2015,75.00,Amsterdam,3.25
"Chocolate Tree, The",Madagascar,919,2012,72.00,Scotland,3.25
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.00,Canada,3.25
Chocovic,Xoconusco,478,2010,71.00,Spain,3.25
Chocovic,Kendari,439,2009,60.00,Spain,3.25
Chocovic,Tarakan,439,2009,75.00,Spain,3.25
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.00,Canada,3.25
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.00,Argentina,3.25
Compania de Chocolate (Salgado),Moxos,292,2008,72.00,Argentina,3.25
Coppeneur,"Ecuador, Puristique",1169,2013,65.00,Germany,3.25
Coppeneur,Grenada,470,2010,72.00,Germany,3.25
Coppeneur,Jamaica,558,2010,72.00,Germany,3.25
Coppeneur,Ocumare 61,558,2010,72.00,Germany,3.25
Coppeneur,"Porcelana, Apotequil",445,2009,62.00,Germany,3.25
Cravve,"Tanzania, batch a1",971,2012,75.00,Australia,3.25
Cravve,"Bahia, batch a1213",975,2012,65.00,Australia,3.25
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.00,Australia,3.25
Cravve,Vanuatu,975,2012,64.00,Australia,3.25
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.00,U.S.A.,3.25
Daintree,"Daintree Estates, N. Queensland",785,2011,70.00,Australia,3.25
Dandelion,Patanemo,1026,2013,70.00,U.S.A.,3.25
Dandelion,Colombian,805,2012,70.00,U.S.A.,3.25
Dandelion,Dominican Republic,654,2011,70.00,U.S.A.,3.25
Dandelion,Madagascar,654,2011,70.00,U.S.A.,3.25
Dandelion,Tanzania,654,2011,70.00,U.S.A.,3.25
Danta,Los Ujuxtes,1223,2014,82.00,Guatemala,3.25
Danta,"Oscuro, Finca Chimelb",991,2012,70.00,Guatemala,3.25
Danta,Las Acacias E.,423,2009,60.00,Guatemala,3.25
DAR,"DUO, batch 002",1920,2016,70.00,U.S.A.,3.25
Dark Forest,Bolivia,1708,2016,75.00,U.S.A.,3.25
Dark Forest,Ocumare,1550,2015,70.00,U.S.A.,3.25
Dark Forest,Ecuador,1554,2015,70.00,U.S.A.,3.25
Davis,West Africa,907,2012,58.00,U.S.A.,3.25
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.00,U.S.A.,3.25
Dick Taylor,Ecuador,769,2011,70.00,U.S.A.,3.25
Doble & Bignall,"Panama, Raven",1371,2014,72.00,U.K.,3.25
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.00,U.K.,3.25
Domori,"Ocumare 61, Puertomar",129,2007,75.00,Italy,3.25
Domori,Granella,135,2007,60.00,Italy,3.25
Domori,Apurimac,87,2006,70.00,Italy,3.25
Duffy's,"Nicaliso, Xoco",697,2011,71.00,U.K.,3.25
Dulcinea,Dominican Republic,1506,2015,70.00,U.S.A.,3.25
Durci,Taino Secret,1630,2015,70.00,U.S.A.,3.25
Durci,"Carenero, Empyrean Sabor",1630,2015,70.00,U.S.A.,3.25
East Van Roasters,Peru,1343,2014,70.00,Canada,3.25
Eau de Rose,Tumaco,1812,2016,70.00,Canada,3.25
Eau de Rose,Arauca,1812,2016,70.00,Canada,3.25
Emerald Estate,Emerald Estate,1137,2013,70.00,St. Lucia,3.25
ENNA,"Wampusirpi, batch 007",1916,2016,75.00,U.S.A.,3.25
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.00,Spain,3.25
Erithaj (A. Morin),Ben Tre,1205,2014,70.00,France,3.25
Erithaj (A. Morin),Ba Lai,1209,2014,74.00,France,3.25
Finca,Dominican Republic,1283,2014,70.00,U.S.A.,3.25
French Broad,Matagalpa,1295,2014,68.00,U.S.A.,3.25
Fresco,"Conacado, #223, MR, SC",1030,2013,72.00,U.S.A.,3.25
Fresco,"Jamaica, #209, DR, SC",642,2011,70.00,U.S.A.,3.25
Fresco,"Conacado, #213, DR, -C",682,2011,72.00,U.S.A.,3.25
Fresco,"Chuao, #218, MR, MC",745,2011,76.00,U.S.A.,3.25
Fresco,"Jamaica, #205, DR, MC",370,2009,70.00,U.S.A.,3.25
Friis Holm (Bonnat),La Dalia,1680,2015,85.00,Denmark,3.25
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.00,Denmark,3.25
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.00,Denmark,3.25
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.00,Denmark,3.25
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.00,Denmark,3.25
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.00,Denmark,3.25
Fruition,Signature Blend,753,2011,66.00,U.S.A.,3.25
Georgia Ramon,Akesson P.,1642,2015,65.00,Germany,3.25
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.00,U.S.A.,3.25
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.00,U.S.A.,3.25
Grenada Chocolate Co.,Grenada,494,2010,82.00,Grenada,3.25
Guido Castagna,Blend,355,2009,64.00,Italy,3.25
Guittard,Jamaica,1053,2013,65.00,U.S.A.,3.25
Guittard,Lever du Soleil,654,2011,61.00,U.S.A.,3.25
Guittard,Onyx,654,2011,72.00,U.S.A.,3.25
Habitual,Dominican Republic,1197,2014,75.00,Canada,3.25
Habitual,Sharkey,1201,2014,66.00,Canada,3.25
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.00,U.S.A.,3.25
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.00,U.S.A.,3.25
hexx,Ecuador,1550,2015,73.00,U.S.A.,3.25
hexx,Peru,1550,2015,70.00,U.S.A.,3.25
Hogarth,Conacado,1712,2016,75.00,New Zealand,3.25
Hoja Verde (Tulicorp),Arriba,414,2009,58.00,Ecuador,3.25
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65.00,U.K.,3.25
Hummingbird,"Ocumare, Cumboto",1097,2013,70.00,Canada,3.25
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72.00,Switzerland,3.25
Indaphoria,La Red,821,2012,70.00,U.S.A.,3.25
Isidro,Belize,1279,2014,72.00,U.S.A.,3.25
Isidro,Dominican Republic,1279,2014,72.00,U.S.A.,3.25
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55.00,Domincan Republic,3.25
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62.00,Domincan Republic,3.25
Kto,Sambirano Valley,1422,2014,72.00,U.S.A.,3.25
Kto,Belize,1426,2014,90.00,U.S.A.,3.25
Kto,Elvesia,1426,2014,72.00,U.S.A.,3.25
Kto,ROIG,1426,2014,72.00,U.S.A.,3.25
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70.00,U.S.A.,3.25
L.A. Burdick (Felchlin),Peru,891,2012,74.00,U.S.A.,3.25
L.A. Burdick (Felchlin),Grenada,576,2010,75.00,U.S.A.,3.25
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60.00,France,3.25
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56.00,France,3.25
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.00,France,3.25
La Pepa de Oro,Vinces,713,2011,60.00,Ecuador,3.25
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.00,France,3.25
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.00,France,3.25
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70.00,U.S.A.,3.25
Letterpress,Liberia,1728,2016,70.00,U.S.A.,3.25
Letterpress,Beniamo,1562,2015,70.00,U.S.A.,3.25
Letterpress,"La Red, Guaconejo",1566,2015,70.00,U.S.A.,3.25
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65.00,U.S.A.,3.25
Madre,"Hamakua Coast, Kokoleka",991,2012,70.00,U.S.A.,3.25
Madre,"Criollo, Hawaii",995,2012,70.00,U.S.A.,3.25
Maglio,Cuba,308,2008,70.00,Italy,3.25
Manoa,"Liberia, #174",1003,2012,72.00,U.S.A.,3.25
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72.00,U.S.A.,3.25
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70.00,Poland,3.25
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70.00,Poland,3.25
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75.00,U.S.A.,3.25
Marigold's Finest,Cacao Nib Crunch,1808,2016,75.00,Canada,3.25
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85.00,Vietnam,3.25
Mars,Nigeria,544,2010,65.00,U.S.A.,3.25
Martin Mayer,Tumaco,1836,2016,74.00,Austria,3.25
Mast Brothers,Tanzania,1450,2015,74.00,U.S.A.,3.25
Mast Brothers,Conacado,777,2011,73.00,U.S.A.,3.25
Mast Brothers,"Dominican Republic, Coop",572,2010,70.00,U.S.A.,3.25
Maverick,Maya Mountain,1367,2014,70.00,U.S.A.,3.25
Maverick,Elvesia,1367,2014,70.00,U.S.A.,3.25
Maverick,Tumbes,1430,2014,82.00,U.S.A.,3.25
Mesocacao,Honduras,1347,2014,80.00,Honduras,3.25
Mesocacao,"La Tronca, Matagalpa",1351,2014,70.00,Honduras,3.25
Middlebury,Kokoa Kamili,1538,2015,75.00,U.S.A.,3.25
Middlebury,Belize,1117,2013,80.00,U.S.A.,3.25
Moho,"Toledo District, w/ nibs",1026,2013,73.00,U.S.A.,3.25
Molucca,Peru,1618,2015,70.00,U.S.A.,3.25
Momotombo,Oscuro,772,2011,70.00,Nicaragua,3.25
Monsieur Truffe,Papaua New Guinea,1391,2014,70.00,Australia,3.25
Montecristi,Manabi,1654,2015,70.00,Ecuador,3.25
Na�ve,Nicaragua,1379,2014,70.00,Lithuania,3.25
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75.00,U.S.A.,3.25
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80.00,Nicaragua,3.25
Ocho,"PNG, Voodoo",1411,2014,88.00,New Zealand,3.25
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80.00,Switzerland,3.25
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68.00,Switzerland,3.25
Pacari,Garaua,1415,2014,70.00,Ecuador,3.25
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70.00,Canada,3.25
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70.00,Canada,3.25
Parliament,Kilombero Valley,1856,2016,70.00,U.S.A.,3.25
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70.00,Belgium,3.25
Pierre Marcolini,Trinite,478,2010,75.00,Belgium,3.25
Pitch Dark,Rugoso,1510,2015,80.00,U.S.A.,3.25
Pitch Dark,Akesson Estate,1311,2014,73.00,U.S.A.,3.25
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73.00,U.S.A.,3.25
Pralus,Peru,1446,2015,75.00,France,3.25
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75.00,France,3.25
Pralus,Ghana,40,2006,75.00,France,3.25
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72.00,U.K.,3.25
Q Chocolate,Brazil,1057,2013,75.00,Brazil,3.25
Q Chocolate,Brazil,1069,2013,80.00,Brazil,3.25
Q Chocolate,Brazil,935,2012,65.00,Brazil,3.25
Raaka,Madagascar,959,2012,75.00,U.S.A.,3.25
Ranger,"Chulucanas, Batch 1",1562,2015,80.00,U.S.A.,3.25
Raoul Boulanger,Piura,1872,2016,75.00,France,3.25
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75.00,Ecuador,3.25
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75.00,U.S.A.,3.25
Roasting Masters,"La Dorado, light roast",1844,2016,70.00,South Korea,3.25
Roasting Masters,"Tapanti, light roast",1844,2016,70.00,South Korea,3.25
Roasting Masters,Maleku,1844,2016,70.00,South Korea,3.25
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75.00,Madagascar,3.25
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68.00,Madagascar,3.25
Rogue,"Tranquilidad, Batch 1",1566,2015,75.00,U.S.A.,3.25
Sacred,Twilight,813,2012,69.00,U.S.A.,3.25
Shark Mountain,Jamaica,1450,2015,72.00,U.S.A.,3.25
Shark Mountain,"Belize, 2013",1335,2014,72.00,U.S.A.,3.25
Shattel,Tingo Maria,1884,2016,70.00,Peru,3.25
Sibu,Oro,1586,2015,82.00,Costa Rica,3.25
Silvio Bessone,"Trintade, Sao Tome",725,2011,65.00,Italy,3.25
Silvio Bessone,"Bahia, Scavina",729,2011,60.00,Italy,3.25
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73.00,Canada,3.25
Sirene,Pisa,1650,2015,73.00,Canada,3.25
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70.00,Australia,3.25
"Smooth Chocolator, The",Akesson's Estate,1618,2015,65.00,Australia,3.25
Snake & Butterfly,Ecuador,502,2010,68.00,U.S.A.,3.25
Solomons Gold,Solomon Island,1792,2016,70.00,New Zealand,3.25
Solomons Gold,Solomon Island w/ nibs,1796,2016,75.00,New Zealand,3.25
Solstice,Bolivia,1161,2013,70.00,U.S.A.,3.25
Solstice,San Martin,1161,2013,70.00,U.S.A.,3.25
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70.00,Canada,3.25
Soma,La Dalia,1307,2014,70.00,Canada,3.25
Soma,Little Big Man,1339,2014,70.00,Canada,3.25
Soma,Java,1030,2013,70.00,Canada,3.25
Soma,Chef's Blend,1077,2013,70.00,Canada,3.25
Soma,Orinoco,1173,2013,70.00,Canada,3.25
Soma,Noula Coop,817,2012,70.00,Canada,3.25
Somerville,Nicaragua,1367,2014,70.00,U.S.A.,3.25
Soul,Dominican Republic,1932,2017,70.00,Canada,3.25
Soul,Ecuador,1936,2017,75.00,Canada,3.25
Soul,Papua New Guinea,1936,2017,77.00,Canada,3.25
Spagnvola,AgroCriso Plantation,793,2012,75.00,U.S.A.,3.25
Stella (aka Bernrain),India,729,2011,72.00,Switzerland,3.25
Sublime Origins,Moho Valley,1157,2013,78.00,U.S.A.,3.25
Szanto Tibor,Nacional,1668,2015,70.00,Hungary,3.25
Szanto Tibor,Baracoa,1704,2015,88.00,Hungary,3.25
Szanto Tibor,Ambolikapiky,1704,2015,70.00,Hungary,3.25
Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70.00,Hungary,3.25
Szanto Tibor,Cacao Blanco,1193,2013,70.00,Hungary,3.25
Szanto Tibor,Santo Domingo,939,2012,70.00,Hungary,3.25
Szanto Tibor,Millot Plantation,939,2012,70.00,Hungary,3.25
Tablette (aka Vanillabeans),Papua,1450,2015,62.00,Japan,3.25
Tablette (aka Vanillabeans),Vietnam,1450,2015,60.00,Japan,3.25
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70.00,Suriname,3.25
Taza,Alto Beni,785,2011,87.00,U.S.A.,3.25
TCHO,Peru- Ecuador,915,2012,99.00,U.S.A.,3.25
Tejas,"La Bahia, w/ cane juice",817,2012,70.00,U.S.A.,3.25
Tejas,"La Bahia, w/ cane sugar",825,2012,70.00,U.S.A.,3.25
Tejas,Espada,833,2012,70.00,U.S.A.,3.25
Tejas,San Jose,971,2012,67.00,U.S.A.,3.25
Terroir,Ecuador,1482,2015,70.00,U.S.A.,3.25
Terroir,Ecuador,1323,2014,77.00,U.S.A.,3.25
Theo,Congo w/ nibs,903,2012,65.00,U.S.A.,3.25
Theobroma,"Piura Select, Cacao Blanc",1684,2015,70.00,Japan,3.25
To'ak (Ecuatoriana),Manabi,1418,2014,81.00,Ecuador,3.25
twenty-four blackbirds,Dominican Republic,1022,2013,68.00,U.S.A.,3.25
Upchurch,"Tanzania, Party Bar",1752,2016,72.00,U.S.A.,3.25
Urzi,"Sur del Lago, Merida",1327,2014,65.00,Italy,3.25
Valrhona,Caraque,709,2011,56.00,France,3.25
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64.00,France,3.25
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64.00,Madagascar,3.25
Vicuna,Palos Blancos,1470,2015,70.00,U.S.A.,3.25
Vicuna,Palos Blancos + nibs,1470,2015,70.00,U.S.A.,3.25
Videri,Dominican Republic,1211,2014,90.00,U.S.A.,3.25
Videri,Classic,991,2012,70.00,U.S.A.,3.25
Violet Sky,Peru,1458,2015,77.00,U.S.A.,3.25
Wilkie's Organic,Tumbes,1169,2013,75.00,Ireland,3.25
Willie's Cacao,Rio Caribe,457,2009,72.00,U.K.,3.25
A. Morin,Akata,1680,2015,70.00,France,3.50
A. Morin,Quilla,1704,2015,70.00,France,3.50
A. Morin,Cuba,1315,2014,70.00,France,3.50
A. Morin,Sur del Lago,1315,2014,70.00,France,3.50
A. Morin,Chanchamayo Province,1019,2013,70.00,France,3.50
A. Morin,Bolivia,797,2012,70.00,France,3.50
Adi,Vanua Levu,705,2011,88.00,Fiji,3.50
Adi,"Vanua Levu, Ami-Ami-CA",705,2011,72.00,Fiji,3.50
Alexandre,"Winak Coop, Napo",1944,2017,70.00,Netherlands,3.50
Alexandre,"La Dalia, Matagalpa",1944,2017,70.00,Netherlands,3.50
Alexandre,Tien Giang,1944,2017,70.00,Netherlands,3.50
Alexandre,"Makwale Village, Kyela",1944,2017,70.00,Netherlands,3.50
Amano,Madagascar,129,2007,70.00,U.S.A.,3.50
Amazona,"Bellavista Gran Pajeten, San Martin",1145,2013,73.00,Peru,3.50
Ambrosia,Peru,1498,2015,68.00,Canada,3.50
Amedei,Grenada,123,2007,70.00,Italy,3.50
Amedei,Trinidad,129,2007,70.00,Italy,3.50
Amedei,Toscano Black,170,2007,63.00,Italy,3.50
Animas,Alto Beni,1852,2016,75.00,U.S.A.,3.50
Arete,San Juan,1724,2016,70.00,U.S.A.,3.50
Arete,Tien Giang,1900,2016,73.00,U.S.A.,3.50
Arete,Lachua,1904,2016,70.00,U.S.A.,3.50
Arete,"La Masica, FHIA",1908,2016,70.00,U.S.A.,3.50
Arete,Fazenda Camboa,1534,2015,70.00,U.S.A.,3.50
Arete,Nacional,1534,2015,68.00,U.S.A.,3.50
Arete,Oko Caribe,1598,2015,70.00,U.S.A.,3.50
Arete,Camino Verde,1602,2015,75.00,U.S.A.,3.50
Artisan du Chocolat,Bali,600,2010,72.00,U.K.,3.50
Bahen & Co.,Papua New Guinea,1474,2015,70.00,Australia,3.50
Bakau,"Huallabamba, 2015",1454,2015,70.00,Peru,3.50
Bar Au Chocolat,Bahia,1554,2015,70.00,U.S.A.,3.50
Bar Au Chocolat,Chiapas,983,2012,70.00,U.S.A.,3.50
Batch,"Dominican Republic, Batch 3",1840,2016,65.00,U.S.A.,3.50
Belcolade,Ecuador,586,2010,71.00,Belgium,3.50
Bellflower,"Kakao Kamili, Kilombero Valley",1800,2016,70.00,U.S.A.,3.50
Bellflower,"Oko Caribe, Duarte P.",1864,2016,70.00,U.S.A.,3.50
Belyzium,Belize south,1768,2016,83.00,Germany,3.50
Benoit Nihant,Baracoa,1141,2013,74.00,Belgium,3.50
Benoit Nihant,Chuao,1141,2013,74.00,Belgium,3.50
Benoit Nihant,Cuyagua Village,1141,2013,74.00,Belgium,3.50
Beschle (Felchlin),"Indigena Amazonia, Grand Cru, Quizas",636,2011,72.00,Switzerland,3.50
Beschle (Felchlin),"Java, Grand Cru",508,2010,64.00,Switzerland,3.50
Beschle (Felchlin),"Ocumare, Premier Cru, Quizas No. 2",508,2010,72.00,Switzerland,3.50
Bittersweet Origins,Ghana,963,2012,72.00,U.S.A.,3.50
Bittersweet Origins,Puerto Plata,414,2009,65.00,U.S.A.,3.50
Bittersweet Origins,Sambirano,431,2009,65.00,U.S.A.,3.50
Bittersweet Origins,Bocas del Toro,233,2008,75.00,U.S.A.,3.50
Blanxart,"Congo, Grand Cru",1046,2013,82.00,Spain,3.50
Blue Bandana,"Akesson's E., Sambirano V.",1740,2016,82.00,U.S.A.,3.50
Blue Bandana,Kokoa Kamili,1752,2016,75.00,U.S.A.,3.50
Blue Bandana,Guatemala,911,2012,70.00,U.S.A.,3.50
Bonnat,Selva Maya,1912,2016,75.00,France,3.50
Bonnat,Maragnam,1038,2013,75.00,France,3.50
Bonnat,Cuba,629,2011,75.00,France,3.50
Bonnat,"Cusco, Cacao Cusco",629,2011,75.00,France,3.50
Bonnat,Piura Blanco,629,2011,75.00,France,3.50
Bonnat,Juliana,672,2011,75.00,France,3.50
Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70.00,U.S.A.,3.50
Brasstown aka It's Chocolate,Ghana,1129,2013,75.00,U.S.A.,3.50
Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85.00,U.S.A.,3.50
Brazen,"Alta Verapaz, 2014",1514,2015,70.00,U.S.A.,3.50
Bright,Marabel Farms,1231,2014,70.00,Australia,3.50
Bright,"Camino Verde, Balao, Guayas",1231,2014,72.00,Australia,3.50
Burnt Fork Bend,Mindo,1299,2014,72.00,U.S.A.,3.50
Cacao Barry,Grand 'Anse,1716,2016,65.00,France,3.50
Cacao de Origen,Chuao,1688,2015,77.00,Venezuela,3.50
Cacao de Origen,"Chuao, Aragua region",1391,2014,75.00,Venezuela,3.50
Cacao Hunters,Sierra Nevada,1430,2014,64.00,Colombia,3.50
Cacao Hunters,Tumaco,1430,2014,70.00,Colombia,3.50
Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.00,U.S.A.,3.50
Cacao Sampaka,"Mahali, Kasai",1908,2016,70.00,Spain,3.50
Cacao Sampaka,Madagascar,508,2010,71.00,Spain,3.50
Cacao Sampaka,Venezuela,537,2010,71.00,Spain,3.50
Cacao Sampaka,Venezuela,537,2010,77.00,Spain,3.50
Cacao Store,Vietnam,1684,2015,70.00,Japan,3.50
Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.00,Ecuador,3.50
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.00,Ecuador,3.50
C-Amaro,"Lago di Como, Blu",1442,2014,70.00,Italy,3.50
C-Amaro,Ecuador,1185,2013,100.00,Italy,3.50
Caoni (Tulicorp),Esmeraldas,269,2008,55.00,Ecuador,3.50
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.00,New Zealand,3.50
Caribeans,"Antigua, Special Reserve",1582,2015,72.00,Costa Rica,3.50
Caribeans,Anselmo Paraiso Estate,1586,2015,72.00,Costa Rica,3.50
Carlotta Chocolat,Huila,1888,2016,65.00,Colombia,3.50
Carlotta Chocolat,Cesar,1888,2016,65.00,Colombia,3.50
